Crop,Season,State,Annual_Rainfall,Fertilizer,Pesticide
Niger seed,Kharif     ,Madhya Pradesh,1049.5,11714596.4,24081.73
Onion,Whole Year ,Madhya Pradesh,1049.5,10980954.4,22573.58
Other  Rabi pulses,Rabi       ,Madhya Pradesh,1049.5,678901.6,1395.62
Other Kharif pulses,Kharif     ,Madhya Pradesh,1049.5,1775368.4,3649.63
Peas & beans (Pulses),Rabi       ,Madhya Pradesh,1049.5,31579480.4,64918.03
Potato,Whole Year ,Madhya Pradesh,1049.5,12228673.6,25138.52
Ragi,Kharif     ,Madhya Pradesh,1049.5,62582,128.65
Rapeseed &Mustard,Rabi       ,Madhya Pradesh,1049.5,106051758.8,218010.91
Rice,Kharif     ,Madhya Pradesh,1049.5,270106475.6,555258.67
Safflower,Rabi       ,Madhya Pradesh,1049.5,35588.8,73.16
Sannhamp,Kharif     ,Madhya Pradesh,1049.5,425256,874.2
Sesamum,Whole Year ,Madhya Pradesh,1049.5,43581954,89591.55
Small millets,Kharif     ,Madhya Pradesh,1049.5,32590745.2,66996.89
Soyabean,Kharif     ,Madhya Pradesh,1049.5,930833810.4,1913517.78
Sugarcane,Whole Year ,Madhya Pradesh,1049.5,8128270.8,16709.31
Sunflower,Whole Year ,Madhya Pradesh,1049.5,7238.4,14.88
Sweet potato,Whole Year ,Madhya Pradesh,1049.5,700767.6,1440.57
Tobacco,Whole Year ,Madhya Pradesh,1049.5,22318.4,45.88
Turmeric,Whole Year ,Madhya Pradesh,1049.5,216398,444.85
Urad,Kharif     ,Madhya Pradesh,1049.5,93779051.6,192781.87
Urad,Rabi       ,Madhya Pradesh,1049.5,996486.4,2048.48
Wheat,Rabi       ,Madhya Pradesh,1049.5,844634570,1736317.75
Arhar/Tur,Kharif     ,Maharashtra,1003.4,183010880,376216
Bajra,Kharif     ,Maharashtra,1003.4,118860560,244342
Castor seed,Kharif     ,Maharashtra,1003.4,2759640,5673
Cotton(lint),Kharif     ,Maharashtra,1003.4,631399600,1297970
Gram,Rabi       ,Maharashtra,1003.4,171082600,351695
Groundnut,Kharif     ,Maharashtra,1003.4,35890400,73780
Groundnut,Summer     ,Maharashtra,1003.4,10574096,21737.2
Jowar,Kharif     ,Maharashtra,1003.4,134015960,275497
Jowar,Rabi       ,Maharashtra,1003.4,362100960,744372
Linseed,Rabi       ,Maharashtra,1003.4,4101760,8432
Maize,Kharif     ,Maharashtra,1003.4,103871040,213528
Maize,Rabi       ,Maharashtra,1003.4,18246800,37510
Maize,Summer     ,Maharashtra,1003.4,1824680,3751
Moong(Green Gram),Kharif     ,Maharashtra,1003.4,65024960,133672
Niger seed,Kharif     ,Maharashtra,1003.4,6077240,12493
Other  Rabi pulses,Rabi       ,Maharashtra,1003.4,17764240,36518
Other Kharif pulses,Kharif     ,Maharashtra,1003.4,9847240,20243
Ragi,Kharif     ,Maharashtra,1003.4,18774600,38595
Rapeseed &Mustard,Rabi       ,Maharashtra,1003.4,1311960,2697
Rice,Kharif     ,Maharashtra,1003.4,230437480,473711
Rice,Summer     ,Maharashtra,1003.4,4659720,9579
Safflower,Rabi       ,Maharashtra,1003.4,15818920,32519
Sesamum,Kharif     ,Maharashtra,1003.4,5820880,11966
Sesamum,Rabi       ,Maharashtra,1003.4,135720,279
Small millets,Kharif     ,Maharashtra,1003.4,8113040,16678
Small millets,Rabi       ,Maharashtra,1003.4,2970760,6107
Soyabean,Kharif     ,Maharashtra,1003.4,462036120,949809
Sugarcane,Whole Year ,Maharashtra,1003.4,141465480,290811
Sunflower,Kharif     ,Maharashtra,1003.4,5217680,10726
Sunflower,Rabi       ,Maharashtra,1003.4,6288360,12927
Sunflower,Summer     ,Maharashtra,1003.4,588120,1209
Urad,Kharif     ,Maharashtra,1003.4,54333240,111693
Wheat,Rabi       ,Maharashtra,1003.4,118378000,243350
Arhar/Tur,Kharif     ,Manipur,1176.7,67106,137.95
Banana,Whole Year ,Manipur,1176.7,992414.8,2040.11
Cowpea(Lobia),Kharif     ,Manipur,1176.7,126672,260.4
Dry chillies,Whole Year ,Manipur,1176.7,1293713.2,2659.49
Ginger,Kharif     ,Manipur,1176.7,373380.8,767.56
Gram,Rabi       ,Manipur,1176.7,107068,220.1
Groundnut,Kharif     ,Manipur,1176.7,489346,1005.95
Maize,Kharif     ,Manipur,1176.7,1906112,3918.4
Maize,Rabi       ,Manipur,1176.7,1025440,2108
Masoor,Rabi       ,Manipur,1176.7,94099.2,193.44
Moong(Green Gram),Kharif     ,Manipur,1176.7,51272,105.4
Other  Rabi pulses,Rabi       ,Manipur,1176.7,919880,1891
Other Kharif pulses,Kharif     ,Manipur,1176.7,215644,443.3
Peas & beans (Pulses),Rabi       ,Manipur,1176.7,2771553.2,5697.49
Potato,Whole Year ,Manipur,1176.7,2262000,4650
Rapeseed &Mustard,Rabi       ,Manipur,1176.7,5428800,11160
Rice,Kharif     ,Manipur,1176.7,18501652,38033.9
Soyabean,Kharif     ,Manipur,1176.7,732134,1505.05
Sugarcane,Whole Year ,Manipur,1176.7,829400,1705
Turmeric,Whole Year ,Manipur,1176.7,245804,505.3
Urad,Kharif     ,Manipur,1176.7,218660,449.5
Wheat,Rabi       ,Manipur,1176.7,361920,744
Arhar/Tur,Kharif     ,Mizoram,2050.2,30914,63.55
Cotton(lint),Kharif     ,Mizoram,2050.2,1055.6,2.17
Cowpea(Lobia),Kharif     ,Mizoram,2050.2,141450.4,290.78
Cowpea(Lobia),Rabi       ,Mizoram,2050.2,19604,40.3
Maize,Kharif     ,Mizoram,2050.2,904076.16,1858.512
Maize,Rabi       ,Mizoram,2050.2,27144,55.8
Other  Rabi pulses,Rabi       ,Mizoram,2050.2,141148.8,290.16
Other Kharif pulses,Kharif     ,Mizoram,2050.2,134362.8,276.21
Potato,Kharif     ,Mizoram,2050.2,17342,35.65
Potato,Rabi       ,Mizoram,2050.2,25786.8,53.01
Rapeseed &Mustard,Rabi       ,Mizoram,2050.2,43732,89.9
Rice,Autumn     ,Mizoram,2050.2,3725664.8,7658.86
Rice,Kharif     ,Mizoram,2050.2,2160964,4442.3
Rice,Rabi       ,Mizoram,2050.2,46144.8,94.86
Sesamum,Kharif     ,Mizoram,2050.2,105107.6,216.07
Soyabean,Kharif     ,Mizoram,2050.2,162260.8,333.56
Sugarcane,Whole Year ,Mizoram,2050.2,199508.4,410.13
Tapioca,Kharif     ,Mizoram,2050.2,8294,17.05
Tobacco,Whole Year ,Mizoram,2050.2,10556,21.7
Arhar/Tur,Kharif     ,Nagaland,1296.6,434304,892.8
Bajra,Kharif     ,Nagaland,1296.6,102544,210.8
Barley,Rabi       ,Nagaland,1296.6,75400,155
Castor seed,Kharif     ,Nagaland,1296.6,45240,93
Ginger,Kharif     ,Nagaland,1296.6,508196,1044.7
Gram,Rabi       ,Nagaland,1296.6,114608,235.6
Groundnut,Kharif     ,Nagaland,1296.6,122148,251.1
Horse-gram,Kharif     ,Nagaland,1296.6,63336,130.2
Jowar,Kharif     ,Nagaland,1296.6,27144,55.8
Jute,Kharif     ,Nagaland,1296.6,453908,933.1
Linseed,Rabi       ,Nagaland,1296.6,865592,1779.4
Maize,Kharif     ,Nagaland,1296.6,9580324,19694.3
Maize,Rabi       ,Nagaland,1296.6,775112,1593.4
Masoor,Rabi       ,Nagaland,1296.6,309140,635.5
Mesta,Kharif     ,Nagaland,1296.6,272948,561.1
Peas & beans (Pulses),Kharif     ,Nagaland,1296.6,342316,703.7
Peas & beans (Pulses),Rabi       ,Nagaland,1296.6,1058616,2176.2
Potato,Rabi       ,Nagaland,1296.6,1040520,2139
Ragi,Kharif     ,Nagaland,1296.6,46748,96.1
Rapeseed &Mustard,Rabi       ,Nagaland,1296.6,4097236,8422.7
Rice,Kharif     ,Nagaland,1296.6,27110824,55731.8
Rice,Rabi       ,Nagaland,1296.6,535340,1100.5
Sesamum,Kharif     ,Nagaland,1296.6,533832,1097.4
Small millets,Kharif     ,Nagaland,1296.6,1293864,2659.8
Soyabean,Kharif     ,Nagaland,1296.6,3720236,7647.7
Sugarcane,Kharif     ,Nagaland,1296.6,649948,1336.1
Sunflower,Kharif     ,Nagaland,1296.6,39208,80.6
Sunflower,Rabi       ,Nagaland,1296.6,304616,626.2
Sweet potato,Kharif     ,Nagaland,1296.6,199056,409.2
Tapioca,Kharif     ,Nagaland,1296.6,297076,610.7
Urad,Kharif     ,Nagaland,1296.6,46748,96.1
Urad,Rabi       ,Nagaland,1296.6,110084,226.3
Wheat,Rabi       ,Nagaland,1296.6,493116,1013.7
Arhar/Tur,Kharif     ,Punjab,338.9,361920,744
Bajra,Kharif     ,Punjab,338.9,452400,930
Barley,Rabi       ,Punjab,338.9,1960400,4030
Cotton(lint),Kharif     ,Punjab,338.9,72534800,149110
Gram,Rabi       ,Punjab,338.9,361920,744
Groundnut,Kharif     ,Punjab,338.9,241280,496
Guar seed,Kharif     ,Punjab,338.9,3181880,6541
Maize,Kharif     ,Punjab,338.9,19754800,40610
Masoor,Rabi       ,Punjab,338.9,135720,279
Moong(Green Gram),Kharif     ,Punjab,338.9,723840,1488
Peas & beans (Pulses),Rabi       ,Punjab,338.9,135720,279
Rapeseed &Mustard,Rabi       ,Punjab,338.9,4825600,9920
Rice,Kharif     ,Punjab,338.9,429629200,883190
Sesamum,Kharif     ,Punjab,338.9,814320,1674
Sugarcane,Whole Year ,Punjab,338.9,12365600,25420
Sunflower,Rabi       ,Punjab,338.9,1900080,3906
Urad,Kharif     ,Punjab,338.9,377000,775
Wheat,Rabi       ,Punjab,338.9,530363600,1090270
Arhar/Tur,Kharif     ,Tamil Nadu,706.8,6343402,13040.15
Castor seed,Kharif     ,Tamil Nadu,706.8,1835839.2,3773.94
Cotton(lint),Kharif     ,Tamil Nadu,706.8,17706483.6,36399.27
Gram,Rabi       ,Tamil Nadu,706.8,1061028.8,2181.16
Groundnut,Kharif     ,Tamil Nadu,706.8,51175638.8,105201.91
Horse-gram,Kharif     ,Tamil Nadu,706.8,9576554,19686.55
Maize,Kharif     ,Tamil Nadu,706.8,43890641.6,90226.12
Moong(Green Gram),Kharif     ,Tamil Nadu,706.8,17887142,36770.65
Ragi,Kharif     ,Tamil Nadu,706.8,10600335.2,21791.14
Rice,Kharif     ,Tamil Nadu,706.8,225186020.8,462915.56
Sesamum,Whole Year ,Tamil Nadu,706.8,5003694.8,10286.11
Sugarcane,Whole Year ,Tamil Nadu,706.8,52535553.2,107997.49
Sunflower,Kharif     ,Tamil Nadu,706.8,1625925.6,3342.42
Urad,Kharif     ,Tamil Nadu,706.8,31460650,64673.75
Arhar/Tur,Kharif     ,Tripura,1882.2,225898.4,464.38
Cotton(lint),Kharif     ,Tripura,1882.2,139037.6,285.82
Gram,Rabi       ,Tripura,1882.2,24731.2,50.84
Groundnut,Kharif     ,Tripura,1882.2,34985.6,71.92
Groundnut,Rabi       ,Tripura,1882.2,55042,113.15
Jute,Kharif     ,Tripura,1882.2,96512,198.4
Maize,Kharif     ,Tripura,1882.2,595358.4,1223.88
Masoor,Rabi       ,Tripura,1882.2,71630,147.25
Mesta,Kharif     ,Tripura,1882.2,96662.8,198.71
Moong(Green Gram),Kharif     ,Tripura,1882.2,58208.8,119.66
Moong(Green Gram),Rabi       ,Tripura,1882.2,42374.8,87.11
Other  Rabi pulses,Rabi       ,Tripura,1882.2,200714.8,412.61
Other Kharif pulses,Kharif     ,Tripura,1882.2,290742.4,597.68
Peas & beans (Pulses),Rabi       ,Tripura,1882.2,150046,308.45
Rapeseed &Mustard,Rabi       ,Tripura,1882.2,321505.6,660.92
Rice,Kharif     ,Tripura,1882.2,38415244.4,78970.33
Sesamum,Kharif     ,Tripura,1882.2,314418,646.35
Sugarcane,Whole Year ,Tripura,1882.2,135720,279
Urad,Kharif     ,Tripura,1882.2,124711.6,256.37
Urad,Rabi       ,Tripura,1882.2,83543.2,171.74
Wheat,Rabi       ,Tripura,1882.2,50367.2,103.54
Arhar/Tur,Kharif     ,Uttar Pradesh,746.3,46967414,96551.05
Bajra,Kharif     ,Uttar Pradesh,746.3,135801432,279167.4
Banana,Summer     ,Uttar Pradesh,746.3,355737.2,731.29
Barley,Rabi       ,Uttar Pradesh,746.3,25391402.4,52197.18
Coriander,Rabi       ,Uttar Pradesh,746.3,1006590,2069.25
Cotton(lint),Kharif     ,Uttar Pradesh,746.3,765159.2,1572.94
Dry chillies,Kharif     ,Uttar Pradesh,746.3,2093556.4,4303.73
Garlic,Rabi       ,Uttar Pradesh,746.3,5440411.6,11183.87
Ginger,Kharif     ,Uttar Pradesh,746.3,123957.6,254.82
Gram,Rabi       ,Uttar Pradesh,746.3,91085462,187244.65
Groundnut,Kharif     ,Uttar Pradesh,746.3,14235369.2,29263.69
Guar seed,Kharif     ,Uttar Pradesh,746.3,367650.4,755.78
Jowar,Kharif     ,Uttar Pradesh,746.3,27770272.4,57087.43
Linseed,Rabi       ,Uttar Pradesh,746.3,4464886.4,9178.48
Maize,Kharif     ,Uttar Pradesh,746.3,105271821.2,216407.59
Maize,Rabi       ,Uttar Pradesh,746.3,1094958.8,2250.91
Maize,Summer     ,Uttar Pradesh,746.3,4621869.2,9501.19
Masoor,Rabi       ,Uttar Pradesh,746.3,74653690.8,153465.81
Moong(Green Gram),Kharif     ,Uttar Pradesh,746.3,5994450.8,12322.81
Moong(Green Gram),Summer     ,Uttar Pradesh,746.3,5656658.8,11628.41
Onion,Rabi       ,Uttar Pradesh,746.3,1648847.2,3389.54
Onion,Summer     ,Uttar Pradesh,746.3,1867959.6,3839.97
Peas & beans (Pulses),Rabi       ,Uttar Pradesh,746.3,46336617.6,95254.32
Potato,Rabi       ,Uttar Pradesh,746.3,82587128,169774.6
Rapeseed &Mustard,Rabi       ,Uttar Pradesh,746.3,99878760.8,205321.06
Rice,Kharif     ,Uttar Pradesh,746.3,880264538.4,1809562.38
Rice,Summer     ,Uttar Pradesh,746.3,3616787.2,7435.04
Sannhamp,Kharif     ,Uttar Pradesh,746.3,381222.4,783.68
Sesamum,Kharif     ,Uttar Pradesh,746.3,51939139.2,106771.44
Small millets,Kharif     ,Uttar Pradesh,746.3,1315730,2704.75
Small millets,Summer     ,Uttar Pradesh,746.3,7992.4,16.43
Soyabean,Kharif     ,Uttar Pradesh,746.3,2062793.2,4240.49
Sugarcane,Kharif     ,Uttar Pradesh,746.3,333526169.6,685630.72
Sunflower,Summer     ,Uttar Pradesh,746.3,410326.8,843.51
Sweet potato,Kharif     ,Uttar Pradesh,746.3,2533440,5208
Tobacco,Rabi       ,Uttar Pradesh,746.3,3521180,7238.5
Tobacco,Summer     ,Uttar Pradesh,746.3,66050.4,135.78
Turmeric,Rabi       ,Uttar Pradesh,746.3,264654,544.05
Urad,Kharif     ,Uttar Pradesh,746.3,79052979.2,162509.44
Urad,Summer     ,Uttar Pradesh,746.3,7266750.4,14938.28
Wheat,Rabi       ,Uttar Pradesh,746.3,1467829444,3017421.27
Arhar/Tur,Kharif     ,Uttarakhand,1309.8,381674.8,784.61
Bajra,Kharif     ,Uttarakhand,1309.8,150.8,0.31
Barley,Rabi       ,Uttarakhand,1309.8,3121861.6,6417.62
Garlic,Whole Year ,Uttarakhand,1309.8,535490.8,1100.81
Gram,Rabi       ,Uttarakhand,1309.8,90329.2,185.69
Groundnut,Kharif     ,Uttarakhand,1309.8,160903.6,330.77
Horse-gram,Kharif     ,Uttarakhand,1309.8,1638743.6,3368.77
Maize,Kharif     ,Uttarakhand,1309.8,3935276.8,8089.76
Maize,Summer     ,Uttarakhand,1309.8,7690.8,15.81
Masoor,Rabi       ,Uttarakhand,1309.8,1670110,3433.25
Moong(Green Gram),Summer     ,Uttarakhand,1309.8,1809.6,3.72
Moth,Kharif     ,Uttarakhand,1309.8,3016,6.2
Onion,Whole Year ,Uttarakhand,1309.8,350157.6,719.82
Other  Rabi pulses,Rabi       ,Uttarakhand,1309.8,452.4,0.93
Other Cereals,Rabi       ,Uttarakhand,1309.8,95154.8,195.61
Other Kharif pulses,Kharif     ,Uttarakhand,1309.8,1690769.6,3475.72
Peas & beans (Pulses),Rabi       ,Uttarakhand,1309.8,922443.6,1896.27
Potato,Kharif     ,Uttarakhand,1309.8,1257521.2,2585.09
Potato,Rabi       ,Uttarakhand,1309.8,801803.6,1648.27
Ragi,Kharif     ,Uttarakhand,1309.8,17072068,35095.1
Rapeseed &Mustard,Rabi       ,Uttarakhand,1309.8,1996290.4,4103.78
Rice,Kharif     ,Uttarakhand,1309.8,38459579.6,79061.47
Rice,Summer     ,Uttarakhand,1309.8,2141360,4402
Sesamum,Kharif     ,Uttarakhand,1309.8,268122.4,551.18
Small millets,Kharif     ,Uttarakhand,1309.8,9810595.6,20167.67
Soyabean,Kharif     ,Uttarakhand,1309.8,1367303.6,2810.77
Sugarcane,Whole Year ,Uttarakhand,1309.8,15680636.4,32234.73
Sunflower,Kharif     ,Uttarakhand,1309.8,452.4,0.93
Turmeric,Whole Year ,Uttarakhand,1309.8,101337.6,208.32
Urad,Kharif     ,Uttarakhand,1309.8,1774916,3648.7
Urad,Summer     ,Uttarakhand,1309.8,17191.2,35.34
Wheat,Rabi       ,Uttarakhand,1309.8,52730085.2,108397.39
other oilseeds,Kharif     ,Uttarakhand,1309.8,6484.4,13.33
other oilseeds,Rabi       ,Uttarakhand,1309.8,113250.8,232.81
Arhar/Tur,Rabi       ,Jharkhand,1102,2842580,5843.5
Gram,Rabi       ,Jharkhand,1102,4728937.2,9721.29
Maize,Autumn     ,Jharkhand,1102,14113221.2,29012.59
Masoor,Rabi       ,Jharkhand,1102,1523683.2,3132.24
Onion,Rabi       ,Jharkhand,1102,465519.6,956.97
Potato,Rabi       ,Jharkhand,1102,2544448.4,5230.63
Potato,Winter     ,Jharkhand,1102,3482424.4,7158.83
Ragi,Autumn     ,Jharkhand,1102,3239184,6658.8
Rapeseed &Mustard,Rabi       ,Jharkhand,1102,3208571.6,6595.87
Rice,Autumn     ,Jharkhand,1102,22433158.8,46115.91
Rice,Winter     ,Jharkhand,1102,142100348,292116.1
Sugarcane,Whole Year ,Jharkhand,1102,149292,306.9
Wheat,Rabi       ,Jharkhand,1102,10455868.8,21494.16
Arhar/Tur,Rabi       ,West Bengal,1566,216247.2,444.54
Bajra,Kharif     ,West Bengal,1566,9048,18.6
Barley,Rabi       ,West Bengal,1566,359959.6,739.97
Castor seed,Kharif     ,West Bengal,1566,10857.6,22.32
Coconut ,Whole Year ,West Bengal,1566,4403360,9052
Cotton(lint),Kharif     ,West Bengal,1566,63034.4,129.58
Gram,Rabi       ,West Bengal,1566,3790358,7791.85
Groundnut,Autumn     ,West Bengal,1566,285766,587.45
Groundnut,Rabi       ,West Bengal,1566,1882436.4,3869.73
Groundnut,Summer     ,West Bengal,1566,8302143.2,17066.74
Horse-gram,Kharif     ,West Bengal,1566,291496.4,599.23
Jowar,Autumn     ,West Bengal,1566,3920.8,8.06
Jute,Kharif     ,West Bengal,1566,86967717.2,178779.79
Khesari,Rabi       ,West Bengal,1566,4295990.4,8831.28
Linseed,Rabi       ,West Bengal,1566,579222.8,1190.71
Maize,Autumn     ,West Bengal,1566,6120670.4,12582.28
Maize,Rabi       ,West Bengal,1566,5083317.2,10449.79
Maize,Summer     ,West Bengal,1566,7346222,15101.65
Masoor,Rabi       ,West Bengal,1566,9648485.6,19834.42
Mesta,Kharif     ,West Bengal,1566,1009756.8,2075.76
Moong(Green Gram),Kharif     ,West Bengal,1566,187595.2,385.64
Moong(Green Gram),Rabi       ,West Bengal,1566,292702.8,601.71
Moong(Green Gram),Summer     ,West Bengal,1566,3018412.8,6204.96
Niger seed,Kharif     ,West Bengal,1566,493417.6,1014.32
Other  Rabi pulses,Rabi       ,West Bengal,1566,33628.4,69.13
Other Kharif pulses,Kharif     ,West Bengal,1566,65447.2,134.54
Peas & beans (Pulses),Rabi       ,West Bengal,1566,1867054.8,3838.11
Potato,Rabi       ,West Bengal,1566,58300335.6,119848.17
Potato,Summer     ,West Bengal,1566,368856.8,758.26
Ragi,Autumn     ,West Bengal,1566,1522326,3129.45
Rapeseed &Mustard,Rabi       ,West Bengal,1566,67395234.4,138544.58
Rice,Autumn     ,West Bengal,1566,30926365.6,63575.42
Rice,Summer     ,West Bengal,1566,185222060.4,380761.53
Rice,Winter     ,West Bengal,1566,604854728.4,1243401.63
Safflower,Rabi       ,West Bengal,1566,73439.6,150.97
Sannhamp,Kharif     ,West Bengal,1566,115060.4,236.53
Sesamum,Autumn     ,West Bengal,1566,176737.6,363.32
Sesamum,Summer     ,West Bengal,1566,29276010.4,60182.78
Sesamum,Winter     ,West Bengal,1566,155324,319.3
Small millets,Autumn     ,West Bengal,1566,159395.6,327.67
Small millets,Rabi       ,West Bengal,1566,79170,162.75
Soyabean,Kharif     ,West Bengal,1566,81884.4,168.33
Sugarcane,Whole Year ,West Bengal,1566,2427276.8,4989.76
Sunflower,Kharif     ,West Bengal,1566,1107626,2276.95
Tobacco,Whole Year ,West Bengal,1566,1876253.6,3857.02
Urad,Kharif     ,West Bengal,1566,7690196.8,15808.76
Urad,Rabi       ,West Bengal,1566,1395050.8,2867.81
Wheat,Rabi       ,West Bengal,1566,48493057.6,99687.32
Arhar/Tur,Kharif     ,Bihar,1069.9,3160574.26,5905.98
Bajra,Kharif     ,Bihar,1069.9,381164.62,712.26
Barley,Rabi       ,Bihar,1069.9,1472931.06,2752.38
Castor seed,Kharif     ,Bihar,1069.9,22829.42,42.66
Gram,Rabi       ,Bihar,1069.9,8860849.25,16557.75
Groundnut,Kharif     ,Bihar,1069.9,128885.08,240.84
Horse-gram,Kharif     ,Bihar,1069.9,1187852.29,2219.67
Jowar,Kharif     ,Bihar,1069.9,178156.17,332.91
Jute,Kharif     ,Bihar,1069.9,15154544.67,28318.41
Khesari,Rabi       ,Bihar,1069.9,9136536.17,17072.91
Linseed,Rabi       ,Bihar,1069.9,2698206.26,5041.98
Maize,Autumn     ,Bihar,1069.9,39962610.73,74675.79
Maize,Rabi       ,Bihar,1069.9,38072970.51,71144.73
Maize,Summer     ,Bihar,1069.9,27780080.87,51911.01
Masoor,Rabi       ,Bihar,1069.9,22264030.63,41603.49
Mesta,Kharif     ,Bihar,1069.9,2339437.59,4371.57
Moong(Green Gram),Kharif     ,Bihar,1069.9,1320349.62,2467.26
Moong(Green Gram),Summer     ,Bihar,1069.9,21081813.45,39394.35
Other  Rabi pulses,Rabi       ,Bihar,1069.9,186247.61,348.03
Other Kharif pulses,Kharif     ,Bihar,1069.9,298371.85,557.55
Peas & beans (Pulses),Rabi       ,Bihar,1069.9,2500832.92,4673.16
Ragi,Kharif     ,Bihar,1069.9,1016342.66,1899.18
Rapeseed &Mustard,Rabi       ,Bihar,1069.9,12317194.54,23016.42
Rice,Autumn     ,Bihar,1069.9,79383383.96,148339.08
Rice,Summer     ,Bihar,1069.9,13322989.43,24895.89
Rice,Winter     ,Bihar,1069.9,362554741.5,677484.81
Safflower,Rabi       ,Bihar,1069.9,237541.56,443.88
Sannhamp,Kharif     ,Bihar,1069.9,201852.53,377.19
Sesamum,Kharif     ,Bihar,1069.9,329003.73,614.79
Small millets,Kharif     ,Bihar,1069.9,399948.32,747.36
Sugarcane,Whole Year ,Bihar,1069.9,37288245.32,69678.36
Sunflower,Rabi       ,Bihar,1069.9,2027194.7,3788.1
Tobacco,Whole Year ,Bihar,1069.9,1749195.94,3268.62
Urad,Kharif     ,Bihar,1069.9,2240028.47,4185.81
Wheat,Rabi       ,Bihar,1069.9,310482712.8,580180.86
Arhar/Tur,Kharif     ,Chhattisgarh,1418.3,7631383.84,14260.32
Bajra,Whole Year ,Chhattisgarh,1418.3,179167.6,334.8
Barley,Rabi       ,Chhattisgarh,1418.3,390411.98,729.54
Castor seed,Rabi       ,Chhattisgarh,1418.3,6502.05,12.15
Coconut ,Whole Year ,Chhattisgarh,1418.3,3612.25,6.75
Coriander,Rabi       ,Chhattisgarh,1418.3,2456.33,4.59
Coriander,Whole Year ,Chhattisgarh,1418.3,411652.01,769.23
Cotton(lint),Whole Year ,Chhattisgarh,1418.3,7080.01,13.23
Dry chillies,Whole Year ,Chhattisgarh,1418.3,926180.9,1730.7
Garlic,Rabi       ,Chhattisgarh,1418.3,5924.09,11.07
Garlic,Whole Year ,Chhattisgarh,1418.3,184513.73,344.79
Ginger,Whole Year ,Chhattisgarh,1418.3,260370.98,486.54
Gram,Rabi       ,Chhattisgarh,1418.3,41863665.66,78228.18
Groundnut,Kharif     ,Chhattisgarh,1418.3,4217085.14,7880.22
Guar seed,Kharif     ,Chhattisgarh,1418.3,3756.74,7.02
Horse-gram,Kharif     ,Chhattisgarh,1418.3,6439630.32,12033.36
Horse-gram,Rabi       ,Chhattisgarh,1418.3,197373.34,368.82
Jowar,Whole Year ,Chhattisgarh,1418.3,744556.97,1391.31
Jute,Kharif     ,Chhattisgarh,1418.3,31932.29,59.67
Khesari,Rabi       ,Chhattisgarh,1418.3,45550039.03,85116.69
Linseed,Rabi       ,Chhattisgarh,1418.3,4502163.91,8412.93
Maize,Kharif     ,Chhattisgarh,1418.3,17834400.7,33326.1
Maize,Rabi       ,Chhattisgarh,1418.3,4768.17,8.91
Maize,Summer     ,Chhattisgarh,1418.3,18350.23,34.29
Masoor,Rabi       ,Chhattisgarh,1418.3,2347240.05,4386.15
Mesta,Kharif     ,Chhattisgarh,1418.3,158650.02,296.46
Moong(Green Gram),Kharif     ,Chhattisgarh,1418.3,1245070.33,2326.59
Moong(Green Gram),Rabi       ,Chhattisgarh,1418.3,948143.38,1771.74
Niger seed,Kharif     ,Chhattisgarh,1418.3,9191153.39,17174.97
Onion,Rabi       ,Chhattisgarh,1418.3,12570.63,23.49
Onion,Summer     ,Chhattisgarh,1418.3,13004.1,24.3
Onion,Whole Year ,Chhattisgarh,1418.3,830095.05,1551.15
Other  Rabi pulses,Rabi       ,Chhattisgarh,1418.3,349954.78,653.94
Other Kharif pulses,Kharif     ,Chhattisgarh,1418.3,1172247.37,2190.51
Peas & beans (Pulses),Rabi       ,Chhattisgarh,1418.3,1924462.31,3596.13
Potato,Kharif     ,Chhattisgarh,1418.3,260804.45,487.35
Potato,Rabi       ,Chhattisgarh,1418.3,1579998.15,2952.45
Ragi,Kharif     ,Chhattisgarh,1418.3,1105059.52,2064.96
Rapeseed &Mustard,Rabi       ,Chhattisgarh,1418.3,6869343.58,12836.34
Rice,Kharif     ,Chhattisgarh,1418.3,576185807.3,1076684.67
Safflower,Rabi       ,Chhattisgarh,1418.3,76868.68,143.64
Sannhamp,Kharif     ,Chhattisgarh,1418.3,212255.81,396.63
Sesamum,Kharif     ,Chhattisgarh,1418.3,2458930.82,4594.86
Small millets,Kharif     ,Chhattisgarh,1418.3,18420452.14,34421.22
Soyabean,Kharif     ,Chhattisgarh,1418.3,15571976.28,29098.44
Sugarcane,Kharif     ,Chhattisgarh,1418.3,6371575.53,11906.19
Sugarcane,Whole Year ,Chhattisgarh,1418.3,1327718.61,2481.03
